online_order,book_table,rate,votes,location,rest_type,cuisines,approx_cost(for two people),listed_in(type)
Yes,No,3.4,19,Banashankari,Quick Bites,"South Indian, North Indian",200,Delivery
Yes,No,3.6,24,Banashankari,Quick Bites,others,300,Delivery
Yes,No,4.0,232,Jayanagar,Quick Bites,others,400,Delivery
Yes,No,3.9,221,Jayanagar,Casual Dining,Chinese,700,Delivery
Yes,Yes,4.1,1063,Jayanagar,"Casual Dining, Bar",others,"1,200",Delivery
Yes,No,3.7,93,Basavanagudi,Quick Bites,others,200,Delivery
Yes,No,3.9,233,Jayanagar,Casual Dining,others,800,Delivery
Yes,No,3.9,211,Jayanagar,Casual Dining,others,500,Delivery
Yes,No,4.0,1778,Jayanagar,Quick Bites,others,200,Delivery
Yes,No,3.6,218,others,Casual Dining,others,800,Delivery
Yes,No,3.7,514,Basavanagudi,Cafe,others,600,Delivery
Yes,Yes,4.0,866,Jayanagar,Casual Dining,others,900,Delivery
Yes,No,3.2,96,others,Quick Bites,North Indian,400,Delivery
Yes,No,3.5,80,Banashankari,Quick Bites,others,250,Delivery
Yes,No,4.0,73,Basavanagudi,Bakery,others,300,Delivery
Yes,No,3.9,84,Jayanagar,others,"Mithai, Street Food",400,Delivery
Yes,No,3.5,88,Banashankari,Quick Bites,others,350,Delivery
Yes,No,3.5,179,Banashankari,Casual Dining,others,600,Delivery
Yes,No,3.8,61,Basavanagudi,Quick Bites,others,100,Delivery
Yes,No,3.7,128,others,Casual Dining,others,450,Delivery
Yes,No,3.8,339,Jayanagar,Quick Bites,"South Indian, North Indian, Chinese",400,Delivery
Yes,No,4.1,449,Basavanagudi,Quick Bites,others,100,Delivery
Yes,No,4.1,210,Jayanagar,others,Beverages,150,Delivery
Yes,No,3.7,57,Basavanagudi,Quick Bites,others,200,Delivery
Yes,No,3.0,213,Banashankari,Quick Bites,others,400,Delivery
Yes,No,3.2,208,Jayanagar,others,others,250,Delivery
Yes,No,3.8,70,Banashankari,Quick Bites,South Indian,100,Delivery
Yes,No,4.0,219,Basavanagudi,Cafe,others,600,Delivery
Yes,No,3.7,59,Banashankari,Quick Bites,others,200,Delivery
Yes,No,3.1,10,Banashankari,Quick Bites,others,500,Delivery
Yes,No,3.0,9,others,Quick Bites,others,400,Delivery
Yes,No,3.7,124,others,Casual Dining,others,750,Delivery
Yes,No,3.7,19,others,Quick Bites,South Indian,100,Delivery
Yes,No,3.700448817952718,0,Jayanagar,"Takeaway, Delivery",North Indian,300,Delivery
Yes,No,3.3,4,Basavanagudi,Quick Bites,others,150,Delivery
Yes,No,3.3,4,others,Dessert Parlor,"Desserts, Ice Cream",150,Delivery
Yes,No,3.8,21,Basavanagudi,Dessert Parlor,"Ice Cream, Desserts",200,Delivery
Yes,No,3.4,8,Banashankari,others,others,250,Delivery
Yes,No,3.5,10,others,Quick Bites,others,400,Delivery
Yes,No,3.700448817952718,0,Banashankari,Quick Bites,others,400,Delivery
Yes,No,3.5,10,others,Quick Bites,North Indian,400,Delivery
Yes,No,3.2,4,others,Quick Bites,others,200,Delivery
Yes,No,3.1,4,Banashankari,Delivery,North Indian,350,Delivery
Yes,No,3.700448817952718,0,others,Quick Bites,others,300,Delivery
Yes,No,3.6,16,JP Nagar,"Takeaway, Delivery",others,500,Delivery
Yes,No,3.700448817952718,0,Banashankari,Quick Bites,,150,Delivery
Yes,No,3.700448817952718,0,others,"Takeaway, Delivery",Bakery,300,Delivery
Yes,No,3.3,4,others,others,,100,Delivery
Yes,No,3.4,12,Jayanagar,Quick Bites,others,300,Delivery
Yes,No,3.700448817952718,0,Jayanagar,Bakery,Bakery,150,Delivery
Yes,No,3.9,14,Jayanagar,Casual Dining,"North Indian, South Indian",600,Delivery
Yes,No,3.7,0,Jayanagar,Quick Bites,others,300,Delivery
Yes,No,2.8,5,others,"Takeaway, Delivery",others,199,Delivery
Yes,No,3.3,5,Basavanagudi,"Casual Dining, Bar",others,800,Delivery
Yes,No,3.5,15,Banashankari,Quick Bites,others,250,Delivery
Yes,No,3.4,4,Basavanagudi,Casual Dining,others,500,Delivery
Yes,No,3.700448817952718,0,others,others,others,250,Delivery
Yes,No,3.6,17,Basavanagudi,Quick Bites,others,300,Delivery
Yes,No,3.700448817952718,0,Banashankari,Quick Bites,others,200,Delivery
Yes,No,3.700448817952718,0,Basavanagudi,Quick Bites,others,300,Delivery
Yes,No,3.3,6,Banashankari,Quick Bites,"South Indian, North Indian",500,Delivery
Yes,No,3.4,10,Banashankari,Quick Bites,South Indian,100,Delivery
Yes,No,3.700448817952718,0,Basavanagudi,Quick Bites,others,200,Delivery
Yes,Yes,4.1,775,Banashankari,Casual Dining,others,800,Delivery
Yes,Yes,4.2,2022,Jayanagar,Casual Dining,"North Indian, South Indian","1,000",Delivery
Yes,No,3.700448817952718,0,Basavanagudi,Quick Bites,North Indian,100,Delivery
Yes,No,3.700448817952718,0,others,Quick Bites,"North Indian, South Indian",150,Delivery
Yes,Yes,4.2,150,Banashankari,Cafe,others,600,Delivery
Yes,No,4.0,232,Basavanagudi,Casual Dining,"North Indian, Chinese",750,Delivery
Yes,No,3.9,38,Basavanagudi,Quick Bites,Chinese,200,Delivery
Yes,No,3.700448817952718,0,Banashankari,Quick Bites,others,300,Delivery
Yes,Yes,3.5,431,Jayanagar,Casual Dining,North Indian,800,Delivery
Yes,Yes,4.2,2115,Banashankari,Casual Dining,others,800,Delivery
Yes,No,3.4,30,others,Quick Bites,others,200,Delivery
Yes,No,4.2,150,Jayanagar,Casual Dining,North Indian,800,Delivery
Yes,No,3.3,12,others,Quick Bites,others,200,Delivery
Yes,No,3.8,155,Jayanagar,Casual Dining,others,450,Delivery
Yes,No,3.7,33,Basavanagudi,Quick Bites,Fast Food,200,Delivery
Yes,Yes,4.1,666,Jayanagar,"Casual Dining, Bar",others,"1,000",Delivery
Yes,No,3.700448817952718,0,Jayanagar,Quick Bites,others,200,Delivery
Yes,No,3.9,240,Basavanagudi,Cafe,Cafe,700,Delivery
Yes,No,3.8,918,Banashankari,others,others,800,Delivery
Yes,No,4.0,465,Jayanagar,Casual Dining,others,600,Delivery
Yes,Yes,4.1,970,Jayanagar,others,others,"1,500",Delivery
Yes,No,3.3,128,Banashankari,Quick Bites,"North Indian, Chinese",300,Delivery
Yes,No,3.6,241,others,Quick Bites,"North Indian, Chinese",300,Delivery
Yes,No,3.4,22,Banashankari,Quick Bites,South Indian,200,Delivery
Yes,No,4.3,734,Banashankari,Quick Bites,others,200,Delivery
Yes,No,3.8,130,Jayanagar,Quick Bites,others,400,Delivery
Yes,No,4.2,261,Jayanagar,Cafe,others,700,Delivery
Yes,No,4.0,191,others,Quick Bites,others,300,Delivery
Yes,No,4.1,364,Basavanagudi,Casual Dining,others,550,Delivery
Yes,No,3.700448817952718,0,others,Quick Bites,others,500,Delivery
Yes,No,3.8,133,Banashankari,Quick Bites,others,300,Delivery
Yes,No,3.9,888,Banashankari,Casual Dining,others,750,Delivery
Yes,No,3.1,13,Banashankari,Cafe,others,400,Delivery
Yes,No,3.9,750,Basavanagudi,Casual Dining,others,500,Delivery
Yes,Yes,4.2,164,Banashankari,Cafe,others,500,Delivery
No,No,3.700448817952718,0,Basavanagudi,Quick Bites,Fast Food,200,Delivery
Yes,No,3.2,6,Banashankari,Delivery,others,200,Delivery
Yes,No,3.8,527,Basavanagudi,Casual Dining,North Indian,500,Delivery
No,No,4.3,345,Banashankari,Dessert Parlor,"Ice Cream, Desserts",400,Desserts
No,No,4.4,356,Banashankari,others,others,150,Desserts
Yes,No,3.7,17,Banashankari,Dessert Parlor,others,400,Desserts
Yes,No,3.9,38,Banashankari,Dessert Parlor,others,150,Desserts
No,No,3.7,78,Banashankari,others,Bakery,150,Desserts
No,No,3.8,60,Banashankari,Dessert Parlor,Bakery,400,Desserts
Yes,No,4.0,115,Banashankari,others,"Mithai, Street Food",400,Desserts
No,No,3.8,39,Banashankari,Bakery,"Bakery, Desserts",300,Desserts
Yes,No,3.9,116,Banashankari,Dessert Parlor,others,400,Desserts
Yes,No,3.8,918,Banashankari,others,others,800,Desserts
No,No,3.7,46,Banashankari,others,"Mithai, Street Food",400,Desserts
Yes,No,3.9,41,Banashankari,Dessert Parlor,Desserts,300,Desserts
Yes,No,3.8,144,Banashankari,Cafe,others,700,Desserts
No,No,3.8,28,Banashankari,others,others,150,Desserts
Yes,No,4.3,860,Banashankari,Dessert Parlor,"Desserts, Ice Cream",500,Desserts
No,No,3.5,14,Banashankari,others,"Mithai, Street Food",200,Desserts
No,No,4.0,66,Banashankari,Bakery,"Bakery, Desserts",300,Desserts
Yes,No,3.2,8,Banashankari,others,"Mithai, Street Food",100,Desserts
Yes,No,3.7,54,Banashankari,others,others,400,Desserts
No,No,3.5,7,Banashankari,Dessert Parlor,Desserts,500,Desserts
No,No,3.2,9,Banashankari,Dessert Parlor,others,300,Desserts
No,No,3.6,42,Banashankari,others,others,300,Desserts
No,No,3.8,64,Banashankari,Quick Bites,others,250,Desserts
Yes,No,3.6,14,Banashankari,Bakery,"Bakery, Desserts",350,Desserts
No,No,3.8,45,Banashankari,"Takeaway, Delivery",Bakery,400,Desserts
No,No,3.2,11,Banashankari,Cafe,others,600,Desserts
No,No,3.5,13,Banashankari,Bakery,"Bakery, Desserts",300,Desserts
No,No,3.4,7,Banashankari,Dessert Parlor,"Ice Cream, Desserts",150,Desserts
No,No,3.4,8,Banashankari,Bakery,"Bakery, Desserts",400,Desserts
No,No,3.700448817952718,0,Banashankari,Dessert Parlor,others,150,Desserts
No,No,3.700448817952718,0,Banashankari,Bakery,Bakery,300,Desserts
No,No,2.9,25,Banashankari,Dessert Parlor,"Ice Cream, Desserts",200,Desserts
No,No,3.700448817952718,0,Banashankari,Bakery,Bakery,300,Desserts
No,No,3.2,17,Banashankari,Dessert Parlor,"Desserts, Ice Cream",150,Desserts
No,No,3.700448817952718,0,Banashankari,Delivery,"Bakery, Desserts",500,Desserts
No,No,3.700448817952718,0,Banashankari,others,others,300,Desserts
No,No,3.700448817952718,0,Banashankari,others,Desserts,200,Desserts
Yes,No,3.700448817952718,0,Banashankari,Quick Bites,others,200,Desserts
Yes,No,3.9,35,Banashankari,Delivery,"Bakery, Desserts",500,Desserts
Yes,No,3.9,70,Banashankari,Dessert Parlor,others,400,Desserts
No,No,3.700448817952718,0,Banashankari,Dessert Parlor,others,100,Desserts
No,No,4.0,98,Basavanagudi,others,others,400,Desserts
No,No,3.7,25,Basavanagudi,Dessert Parlor,"Ice Cream, Desserts",250,Desserts
Yes,No,4.0,219,Basavanagudi,Cafe,others,600,Desserts
Yes,No,4.0,73,Basavanagudi,Bakery,others,300,Desserts
No,No,3.6,16,Basavanagudi,others,others,150,Desserts
No,No,3.6,8,Basavanagudi,Bakery,"Bakery, Desserts",250,Desserts
Yes,No,3.8,15,Basavanagudi,Bakery,Bakery,400,Desserts
No,No,3.6,46,Basavanagudi,others,"Mithai, Street Food",200,Desserts
No,No,3.700448817952718,0,Basavanagudi,Bakery,"Bakery, Desserts",300,Desserts
Yes,No,3.3,13,Basavanagudi,others,others,300,Desserts
Yes,No,3.3,9,Basavanagudi,Dessert Parlor,Desserts,250,Desserts
Yes,No,4.0,43,Basavanagudi,Dessert Parlor,"Desserts, Ice Cream",250,Desserts
Yes,No,2.7,97,Basavanagudi,Casual Dining,others,400,Desserts
No,No,3.700448817952718,0,JP Nagar,Dessert Parlor,others,200,Desserts
Yes,No,3.7,22,Basavanagudi,others,others,250,Desserts
No,No,3.5,15,Basavanagudi,others,Bakery,400,Desserts
No,No,3.700448817952718,0,Jayanagar,others,Desserts,350,Desserts
Yes,No,3.6,27,Basavanagudi,Dessert Parlor,Fast Food,250,Desserts
Yes,Yes,3.700448817952718,0,Banashankari,Casual Dining,others,500,Dine-out
Yes,No,3.9,888,Banashankari,Casual Dining,others,750,Dine-out
Yes,Yes,4.0,349,Banashankari,Casual Dining,others,"1,200",Dine-out
Yes,No,4.2,287,Banashankari,Quick Bites,North Indian,350,Dine-out
Yes,Yes,4.6,2556,Banashankari,others,others,600,Dine-out
Yes,Yes,4.2,354,Banashankari,Casual Dining,others,800,Dine-out
Yes,Yes,4.1,775,Banashankari,Casual Dining,others,800,Dine-out
Yes,Yes,4.2,2115,Banashankari,Casual Dining,others,800,Dine-out
No,Yes,3.8,977,Banashankari,others,others,"1,300",Dine-out
No,No,4.1,868,Banashankari,others,others,"1,200",Dine-out
Yes,No,4.0,324,Banashankari,Cafe,others,700,Dine-out
Yes,No,4.1,787,Banashankari,Casual Dining,others,800,Dine-out
Yes,No,4.2,504,Banashankari,Cafe,others,550,Dine-out
Yes,No,4.1,402,Banashankari,Cafe,Cafe,500,Dine-out
Yes,Yes,4.2,150,Banashankari,Cafe,others,600,Dine-out
Yes,Yes,4.2,164,Banashankari,Cafe,others,500,Dine-out
No,No,4.2,244,Banashankari,Casual Dining,others,800,Dine-out
Yes,No,4.0,771,Banashankari,Casual Dining,"South Indian, North Indian, Chinese",450,Dine-out
Yes,No,4.2,1647,Banashankari,Casual Dining,others,600,Dine-out
No,Yes,4.0,808,Banashankari,Casual Dining,"North Indian, Chinese",850,Dine-out
No,No,4.0,424,Banashankari,Cafe,others,450,Dine-out
Yes,No,3.9,135,Banashankari,Casual Dining,others,800,Dine-out
No,No,3.700448817952718,0,Banashankari,"Casual Dining, Bar",others,"1,000",Dine-out
No,No,3.9,28,Banashankari,others,South Indian,300,Dine-out
Yes,No,3.8,918,Banashankari,others,others,800,Dine-out
Yes,No,3.8,90,Banashankari,Cafe,Cafe,650,Dine-out
Yes,No,3.9,519,Banashankari,Casual Dining,others,900,Dine-out
Yes,No,3.6,105,Banashankari,Casual Dining,others,700,Dine-out
No,No,3.7,43,Banashankari,others,"North Indian, Chinese",700,Dine-out
No,No,3.7,46,Banashankari,others,"Mithai, Street Food",400,Dine-out
Yes,No,3.9,133,Banashankari,Cafe,others,800,Dine-out
Yes,No,3.8,144,Banashankari,Cafe,others,700,Dine-out
No,No,3.9,93,Banashankari,Cafe,others,300,Dine-out
Yes,No,3.8,42,Banashankari,Quick Bites,"South Indian, North Indian, Chinese",300,Dine-out
Yes,No,2.5,247,Banashankari,Casual Dining,North Indian,500,Dine-out
Yes,No,3.1,13,Banashankari,Cafe,others,400,Dine-out
No,No,3.7,39,Banashankari,Casual Dining,"North Indian, Chinese",450,Dine-out
Yes,No,3.0,62,Banashankari,Cafe,others,400,Dine-out
Yes,No,3.8,160,Banashankari,Casual Dining,"North Indian, Chinese",700,Dine-out
No,No,3.5,14,Banashankari,others,"Mithai, Street Food",200,Dine-out
No,No,3.8,42,Banashankari,Casual Dining,"North Indian, Chinese",700,Dine-out
Yes,No,3.1,119,Banashankari,Casual Dining,others,700,Dine-out
Yes,No,3.6,129,Banashankari,Casual Dining,others,600,Dine-out
Yes,Yes,3.700448817952718,0,Banashankari,Casual Dining,others,500,Dine-out
No,No,3.3,62,Banashankari,others,"South Indian, North Indian, Chinese",800,Dine-out
No,No,3.700448817952718,0,Banashankari,others,South Indian,200,Dine-out
Yes,No,3.6,24,Banashankari,Casual Dining,"North Indian, Chinese",600,Dine-out
No,No,3.700448817952718,0,Banashankari,Casual Dining,"North Indian, South Indian",500,Dine-out
No,No,2.6,283,Banashankari,Casual Dining,North Indian,600,Dine-out
No,No,3.6,42,Banashankari,others,others,300,Dine-out
No,No,3.4,10,Banashankari,Quick Bites,others,300,Dine-out
No,No,3.7,39,Banashankari,Casual Dining,others,950,Dine-out
Yes,No,3.8,59,Banashankari,Casual Dining,"North Indian, Chinese",750,Dine-out
Yes,No,3.5,179,Banashankari,Casual Dining,others,600,Dine-out
No,No,3.8,62,Banashankari,Quick Bites,others,150,Dine-out
No,No,3.4,6,Banashankari,Casual Dining,others,500,Dine-out
No,No,3.1,30,Banashankari,others,"Chinese, North Indian","1,000",Dine-out
No,No,3.5,10,Banashankari,Quick Bites,others,300,Dine-out
No,No,3.6,36,Banashankari,Casual Dining,others,500,Dine-out
No,No,3.7,31,Banashankari,Cafe,Cafe,300,Dine-out
No,No,3.700448817952718,0,Banashankari,others,others,500,Dine-out
No,No,3.2,11,Banashankari,Cafe,others,600,Dine-out
No,No,3.0,98,Banashankari,others,"North Indian, Chinese",800,Dine-out
No,No,3.5,18,Banashankari,others,others,150,Dine-out
No,No,3.5,10,Banashankari,Casual Dining,"South Indian, North Indian, Chinese",500,Dine-out
No,No,2.7,128,Banashankari,Casual Dining,others,850,Dine-out
No,No,3.700448817952718,0,Banashankari,Quick Bites,others,400,Dine-out
Yes,No,2.8,45,Banashankari,Casual Dining,others,800,Dine-out
Yes,No,3.2,119,Banashankari,Casual Dining,"North Indian, Chinese",400,Dine-out
Yes,No,3.4,12,Banashankari,others,others,150,Dine-out
No,No,3.700448817952718,0,Banashankari,Quick Bites,others,350,Dine-out
No,No,3.3,4,Banashankari,Cafe,others,500,Dine-out
No,No,3.700448817952718,0,Banashankari,Cafe,others,900,Dine-out
No,No,3.700448817952718,0,Banashankari,Casual Dining,"North Indian, Chinese",700,Dine-out
No,No,3.700448817952718,0,Banashankari,others,others,150,Dine-out
Yes,No,3.700448817952718,0,Banashankari,Casual Dining,others,500,Dine-out
Yes,No,3.5,41,others,others,others,400,Dine-out
Yes,No,3.7,405,Banashankari,Casual Dining,others,750,Dine-out
Yes,No,3.9,388,Banashankari,Casual Dining,others,650,Dine-out
No,No,4.7,651,Banashankari,Quick Bites,South Indian,100,Dine-out
Yes,No,3.700448817952718,0,Banashankari,Quick Bites,others,300,Dine-out
Yes,No,4.3,734,Banashankari,Quick Bites,others,200,Dine-out
No,No,3.7,21,Banashankari,Quick Bites,North Indian,450,Dine-out
No,No,4.0,1047,Banashankari,Quick Bites,others,450,Dine-out
Yes,No,3.8,505,Banashankari,Quick Bites,others,450,Dine-out
No,No,3.6,55,Banashankari,Quick Bites,others,200,Dine-out
Yes,No,3.9,264,Banashankari,Quick Bites,South Indian,200,Dine-out
Yes,No,3.8,133,Banashankari,Quick Bites,others,300,Dine-out
No,No,3.700448817952718,0,Banashankari,Quick Bites,South Indian,100,Dine-out
Yes,No,3.9,286,Banashankari,Quick Bites,others,500,Dine-out
No,No,4.4,343,Banashankari,Quick Bites,South Indian,100,Dine-out
Yes,No,3.6,66,Banashankari,Quick Bites,South Indian,150,Dine-out
Yes,No,3.4,10,Banashankari,Quick Bites,South Indian,100,Dine-out
Yes,No,3.8,61,Banashankari,Quick Bites,"North Indian, Chinese",300,Dine-out
No,No,3.8,70,Banashankari,Quick Bites,others,500,Dine-out
Yes,No,3.6,28,Banashankari,Quick Bites,others,300,Dine-out
Yes,No,3.8,70,Banashankari,Quick Bites,South Indian,100,Dine-out
Yes,No,3.8,28,Banashankari,Quick Bites,Fast Food,150,Dine-out
Yes,No,3.5,15,Banashankari,Quick Bites,others,250,Dine-out
Yes,No,3.8,131,Banashankari,Quick Bites,Biryani,250,Dine-out
No,No,3.8,19,Banashankari,Quick Bites,South Indian,150,Dine-out
Yes,No,3.7,237,Banashankari,Quick Bites,others,200,Dine-out
Yes,No,3.3,6,Banashankari,Quick Bites,"South Indian, North Indian",500,Dine-out
Yes,No,4.1,201,Banashankari,Quick Bites,others,300,Dine-out
Yes,No,2.8,506,Banashankari,Quick Bites,others,500,Dine-out
No,No,4.1,520,Banashankari,Quick Bites,others,300,Dine-out
No,No,3.700448817952718,0,Banashankari,Quick Bites,North Indian,150,Dine-out
Yes,No,3.8,104,Banashankari,Quick Bites,others,300,Dine-out
No,No,3.7,88,Banashankari,Quick Bites,"South Indian, North Indian",300,Dine-out
Yes,No,3.6,95,Banashankari,Quick Bites,others,150,Dine-out
Yes,No,3.7,136,Banashankari,Quick Bites,others,600,Dine-out
Yes,No,3.8,101,Banashankari,Quick Bites,others,400,Dine-out
Yes,No,4.2,60,Banashankari,Quick Bites,others,200,Dine-out
No,No,3.9,88,Banashankari,Quick Bites,South Indian,250,Dine-out
No,No,3.5,8,Banashankari,Quick Bites,South Indian,200,Dine-out
No,No,3.4,145,Banashankari,Quick Bites,others,300,Dine-out
Yes,No,3.6,46,Banashankari,Quick Bites,others,500,Dine-out
Yes,No,3.4,22,Banashankari,Quick Bites,South Indian,200,Dine-out
Yes,No,3.9,57,Banashankari,Quick Bites,others,200,Dine-out
No,No,3.8,189,Banashankari,Quick Bites,South Indian,300,Dine-out
No,No,3.7,22,Banashankari,Quick Bites,Fast Food,500,Dine-out
Yes,No,3.6,18,Banashankari,Quick Bites,others,250,Dine-out
Yes,No,3.7,73,Banashankari,Quick Bites,others,400,Dine-out
No,No,3.8,39,Banashankari,Quick Bites,others,350,Dine-out
Yes,No,3.9,540,Banashankari,Quick Bites,others,800,Dine-out
No,No,3.6,71,Banashankari,Quick Bites,"North Indian, South Indian",250,Dine-out
Yes,No,3.6,24,Banashankari,Quick Bites,others,250,Dine-out
No,No,3.700448817952718,0,Banashankari,Quick Bites,others,100,Dine-out
No,No,3.5,11,Banashankari,Quick Bites,others,300,Dine-out
No,No,3.4,9,Banashankari,Quick Bites,others,350,Dine-out
No,No,3.5,12,Banashankari,Quick Bites,others,500,Dine-out
Yes,No,3.8,120,Banashankari,Quick Bites,others,250,Dine-out
Yes,No,3.0,82,Banashankari,Quick Bites,others,300,Dine-out
Yes,No,3.5,88,Banashankari,Quick Bites,others,350,Dine-out
Yes,No,3.700448817952718,0,Banashankari,Quick Bites,others,400,Dine-out
Yes,No,4.0,17,Banashankari,Quick Bites,South Indian,150,Dine-out
No,No,3.700448817952718,0,Banashankari,Quick Bites,"South Indian, North Indian, Chinese",400,Dine-out
Yes,No,3.0,87,Banashankari,Quick Bites,others,600,Dine-out
Yes,No,3.4,14,Banashankari,Quick Bites,South Indian,300,Dine-out
No,No,3.5,31,Banashankari,Quick Bites,North Indian,200,Dine-out
No,No,3.5,17,Banashankari,Quick Bites,South Indian,300,Dine-out
Yes,No,4.2,415,Banashankari,Quick Bites,others,500,Dine-out
Yes,No,3.3,128,Banashankari,Quick Bites,"North Indian, Chinese",300,Dine-out
No,No,4.1,94,Banashankari,Quick Bites,South Indian,100,Dine-out
No,No,3.8,64,Banashankari,Quick Bites,others,250,Dine-out
No,No,3.7,65,Banashankari,Quick Bites,others,300,Dine-out
Yes,No,3.4,7,Banashankari,Quick Bites,"North Indian, Chinese",250,Dine-out
No,No,3.3,5,Banashankari,Quick Bites,South Indian,350,Dine-out
No,No,3.5,52,Banashankari,Quick Bites,South Indian,300,Dine-out
Yes,No,2.7,123,Banashankari,Quick Bites,Fast Food,200,Dine-out
Yes,No,3.0,290,Banashankari,Quick Bites,others,450,Dine-out
Yes,No,3.7,59,Banashankari,Quick Bites,others,200,Dine-out
No,No,3.7,130,Banashankari,Quick Bites,South Indian,200,Dine-out
Yes,No,2.8,91,Banashankari,Quick Bites,others,400,Dine-out
Yes,No,3.3,12,Banashankari,Quick Bites,Biryani,300,Dine-out
Yes,No,3.5,80,Banashankari,Quick Bites,others,250,Dine-out
Yes,No,3.9,441,Banashankari,Quick Bites,others,400,Dine-out
No,No,3.4,10,Banashankari,Quick Bites,North Indian,250,Dine-out
No,No,3.5,12,Banashankari,Quick Bites,others,100,Dine-out
No,No,3.4,7,Banashankari,Quick Bites,others,100,Dine-out
No,No,3.4,8,Banashankari,Quick Bites,others,300,Dine-out
No,No,3.700448817952718,0,Banashankari,Quick Bites,North Indian,200,Dine-out
No,No,3.2,9,Banashankari,Quick Bites,Biryani,300,Dine-out
No,No,3.6,47,Banashankari,Quick Bites,others,150,Dine-out
No,No,3.1,29,Banashankari,Quick Bites,North Indian,150,Dine-out
No,No,3.700448817952718,0,Banashankari,Quick Bites,Biryani,250,Dine-out
