online_order,book_table,rate,votes,location,rest_type,cuisines,approx_cost(for two people),listed_in(type)
Yes,No,4.2/5,444,Basavanagudi,Quick Bites,South Indian,100,Delivery
Yes,No,3.9/5,134,Jayanagar,Quick Bites,"Street Food, North Indian, South Indian",400,Delivery
Yes,No,3.8/5,577,Jayanagar,Casual Dining,"North Indian, South Indian, Biryani, Beverages",900,Delivery
Yes,No,4.2/5,60,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Street Food",200,Delivery
Yes,No,3.9/5,144,Jayanagar,Casual Dining,"North Indian, Chinese, Rolls",550,Delivery
Yes,No,4.1/5,787,Banashankari,Casual Dining,"Chinese, North Indian, Thai",800,Delivery
Yes,No,3.6/5,16,Basavanagudi,Quick Bites,South Indian,200,Delivery
Yes,No,3.6/5,84,Banashankari,Quick Bites,"South Indian, North Indian, Chinese",250,Delivery
Yes,No,3.6/5,95,Banashankari,Quick Bites,"South Indian, Street Food",150,Delivery
Yes,Yes,4.0/5,349,Banashankari,Casual Dining,"Seafood, Biryani, Beverages, South Indian, North Indian, Kebab","1,200",Delivery
Yes,No,3.7/5,248,Kumaraswamy Layout,Quick Bites,"North Indian, Fast Food",400,Delivery
Yes,No,4.1/5,216,Basavanagudi,Cafe,"Cafe, Continental, Beverages, Desserts",500,Delivery
Yes,No,,0,Kumaraswamy Layout,Casual Dining,Biryani,400,Delivery
Yes,No,4.0/5,324,Banashankari,Cafe,"Cafe, Italian, Continental",700,Delivery
Yes,No,2.6/5,231,Kumaraswamy Layout,Quick Bites,"North Indian, Chinese, Rolls, Biryani, Kebab",400,Delivery
Yes,No,3.4/5,102,Uttarahalli,Casual Dining,"South Indian, North Indian, Chinese, Beverages",400,Delivery
Yes,No,3.9/5,133,Banashankari,Cafe,"Cafe, Fast Food, Continental, Chinese, Momos",800,Delivery
Yes,No,2.8/5,45,Banashankari,Casual Dining,"Pizza, Italian, Salad",800,Delivery
Yes,No,3.9/5,149,Kumaraswamy Layout,Quick Bites,"Fast Food, Chinese, Rolls",300,Delivery
Yes,No,3.8/5,75,Banashankari,Quick Bites,"Fast Food, Chinese",200,Delivery
Yes,No,4.0/5,53,Rajarajeshwari Nagar,Delivery,"Mexican, Italian",600,Delivery
Yes,Yes,4.2/5,815,Jayanagar,Casual Dining,"North Indian, Chinese",900,Delivery
Yes,Yes,4.0/5,633,Banashankari,Casual Dining,"North Indian, Chinese",800,Delivery
Yes,No,3.5/5,56,Jayanagar,Dessert Parlor,"Ice Cream, Desserts, Beverages",400,Delivery
Yes,No,3.0/5,82,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Street Food",300,Delivery
Yes,No,3.7/5,35,Jayanagar,Quick Bites,Fast Food,200,Delivery
Yes,No,3.6/5,20,Basavanagudi,Quick Bites,"Juices, Fast Food",150,Delivery
Yes,No,3.1/5,14,Kumaraswamy Layout,Quick Bites,"South Indian, Chinese, Street Food",250,Delivery
Yes,No,3.9/5,70,Banashankari,Dessert Parlor,"Fast Food, Desserts, Ice Cream",400,Delivery
Yes,No,3.9/5,91,Jayanagar,Cafe,"Cafe, Fast Food, Chinese",300,Delivery
Yes,No,3.6/5,45,Jayanagar,Quick Bites,Biryani,200,Delivery
Yes,No,3.4/5,7,Banashankari,Quick Bites,"North Indian, Chinese",250,Delivery
Yes,No,3.8/5,28,Banashankari,Quick Bites,Fast Food,150,Delivery
Yes,No,3.6/5,24,Banashankari,Casual Dining,"North Indian, Chinese",600,Delivery
Yes,No,3.8/5,36,Basavanagudi,Dessert Parlor,"Desserts, Momos",200,Delivery
Yes,No,3.5/5,11,Jayanagar,Quick Bites,Fast Food,200,Delivery
Yes,No,3.8/5,77,Kumaraswamy Layout,Cafe,"Cafe, Continental, Fast Food",650,Delivery
Yes,No,3.2/5,8,Banashankari,Sweet Shop,"Mithai, Street Food",100,Delivery
Yes,No,3.7/5,14,Jayanagar,Quick Bites,South Indian,100,Delivery
Yes,No,3.8/5,210,Kumaraswamy Layout,Casual Dining,"North Indian, Chinese, Fast Food",600,Delivery
Yes,No,4.1/5,130,Jayanagar,Cafe,"Cafe, Italian, Pizza",650,Delivery
Yes,No,4.1/5,30,Jayanagar,Beverage Shop,"Beverages, Tea",100,Delivery
Yes,No,3.8/5,144,Banashankari,Cafe,"Chinese, Cafe, Italian",700,Delivery
Yes,No,3.4/5,11,Basavanagudi,Bar,"North Indian, Seafood, Chinese",800,Delivery
Yes,No,3.7/5,133,Jayanagar,Casual Dining,"Chinese, Thai, Continental, North Indian",700,Delivery
Yes,No,4.0/5,136,Jayanagar,Quick Bites,"South Indian, Fast Food",350,Delivery
Yes,No,3.1/5,4,Basavanagudi,Quick Bites,"South Indian, North Indian, Chinese",200,Delivery
Yes,No,3.5/5,11,Basavanagudi,"Sweet Shop, Quick Bites","Mithai, South Indian, Street Food, Fast Food",200,Delivery
Yes,No,3.8/5,74,Basavanagudi,Quick Bites,"South Indian, North Indian, Chinese",300,Delivery
Yes,No,3.7/5,30,Basavanagudi,Quick Bites,"South Indian, North Indian, Desserts",300,Delivery
Yes,No,3.0/5,7,Basavanagudi,Quick Bites,"South Indian, Burger",200,Delivery
Yes,No,3.8/5,75,Banashankari,"Cafe, Quick Bites","Cafe, South Indian",200,Delivery
Yes,No,3.7/5,54,Basavanagudi,Cafe,"Cafe, Beverages",600,Delivery
Yes,No,3.6/5,23,Basavanagudi,Kiosk,"Beverages, Desserts",100,Delivery
Yes,No,3.2/5,119,Banashankari,Casual Dining,"North Indian, Chinese",400,Delivery
Yes,No,3.7/5,73,Banashankari,Quick Bites,"Biryani, Fast Food",400,Delivery
Yes,No,3.4/5,58,Basavanagudi,Cafe,"Cafe, Fast Food",400,Delivery
Yes,No,3.6/5,129,Banashankari,Casual Dining,"Mangalorean, Seafood, North Indian",600,Delivery
Yes,No,3.6/5,24,Banashankari,Quick Bites,"Biryani, Chinese, North Indian",250,Delivery
Yes,No,3.0/5,175,Kumaraswamy Layout,Quick Bites,"Chinese, North Indian",400,Delivery
Yes,No,3.7/5,21,Mysore Road,Quick Bites,South Indian,300,Delivery
Yes,No,3.5/5,41,South Bangalore,Food Truck,"Pizza, Fast Food, BBQ",400,Delivery
Yes,No,3.6/5,35,Jayanagar,Quick Bites,"Seafood, Mangalorean",300,Delivery
Yes,No,4.1/5,176,Basavanagudi,Casual Dining,"Andhra, North Indian, Chinese",800,Delivery
Yes,No,3.5/5,45,Banashankari,Beverage Shop,"Beverages, Ice Cream, Fast Food",300,Delivery
Yes,No,3.7/5,47,Jayanagar,"Quick Bites, Dessert Parlor","Fast Food, Desserts, Beverages",400,Delivery
Yes,Yes,3.7/5,36,Jayanagar,Casual Dining,"Chinese, North Indian, Pizza, Italian",650,Delivery
Yes,No,3.8/5,52,Kumaraswamy Layout,"Beverage Shop, Quick Bites","Beverages, Fast Food",400,Delivery
Yes,No,2.7/5,123,Banashankari,Quick Bites,Fast Food,200,Delivery
Yes,No,3.6/5,59,Kumaraswamy Layout,Casual Dining,North Indian,700,Delivery
Yes,No,3.2/5,4,Kumaraswamy Layout,Quick Bites,"South Indian, Biryani",300,Delivery
Yes,No,3.8/5,101,Banashankari,Quick Bites,"Biryani, Fast Food",400,Delivery
Yes,No,3.7/5,54,Banashankari,"Beverage Shop, Dessert Parlor","Desserts, Beverages, Ice Cream",400,Delivery
Yes,No,,0,Banashankari,Quick Bites,South Indian,200,Delivery
Yes,No,3.6/5,22,Basavanagudi,Quick Bites,Fast Food,200,Delivery
Yes,No,3.1/5,31,Banashankari,Takeaway,"Rolls, Lebanese",250,Delivery
Yes,No,3.0/5,29,Kumaraswamy Layout,Cafe,"Cafe, Fast Food, Chinese",500,Delivery
Yes,No,3.4/5,6,Jayanagar,Beverage Shop,Beverages,100,Delivery
Yes,No,3.0/5,22,Basavanagudi,Quick Bites,"South Indian, North Indian, Chinese",250,Delivery
Yes,No,2.9/5,11,Banashankari,Quick Bites,North Indian,500,Delivery
Yes,No,3.9/5,101,Basavanagudi,Quick Bites,South Indian,150,Delivery
Yes,Yes,4.1/5,442,Jayanagar,"Pub, Casual Dining","Continental, Finger Food, Seafood, Pizza","1,200",Delivery
Yes,No,3.5/5,155,Basavanagudi,Quick Bites,"Biryani, Fast Food",400,Delivery
Yes,No,3.4/5,12,Banashankari,"Beverage Shop, Quick Bites","Beverages, Fast Food, Juices",150,Delivery
Yes,No,3.6/5,15,Basavanagudi,Quick Bites,South Indian,100,Delivery
Yes,No,3.5/5,10,Basavanagudi,Quick Bites,South Indian,200,Delivery
Yes,No,3.8/5,25,Banashankari,Quick Bites,South Indian,300,Delivery
Yes,No,3.8/5,61,Banashankari,Quick Bites,"North Indian, Chinese",300,Delivery
Yes,No,3.7/5,23,Uttarahalli,Quick Bites,"Chinese, Street Food, Ice Cream",300,Delivery
Yes,No,3.8/5,25,Basavanagudi,Quick Bites,"Sandwich, Fast Food, Rolls",350,Delivery
Yes,No,3.7/5,40,Kumaraswamy Layout,Quick Bites,"South Indian, North Indian, Chinese, Fast Food",200,Delivery
Yes,No,3.3/5,4,Basavanagudi,Quick Bites,Rolls,100,Delivery
Yes,No,3.4/5,8,Basavanagudi,Quick Bites,"Fast Food, Street Food",150,Delivery
Yes,No,3.5/5,32,Kumaraswamy Layout,Quick Bites,"North Indian, Chinese",300,Delivery
Yes,No,3.3/5,10,Basavanagudi,Quick Bites,South Indian,200,Delivery
Yes,No,3.4/5,6,Basavanagudi,Quick Bites,"Fast Food, Rolls",300,Delivery
Yes,No,3.8/5,53,Jayanagar,Quick Bites,"Ice Cream, Beverages, Fast Food",250,Delivery
Yes,No,3.7/5,67,Kumaraswamy Layout,Casual Dining,North Indian,700,Delivery
Yes,No,2.9/5,23,Jayanagar,Sweet Shop,Mithai,250,Delivery
Yes,No,3.4/5,19,Banashankari,Quick Bites,"South Indian, North Indian",200,Delivery
Yes,No,3.6/5,24,Banashankari,Quick Bites,"Desserts, Fast Food, Continental",300,Delivery
Yes,No,4.0/5,232,Jayanagar,Quick Bites,"South Indian, Chinese",400,Delivery
Yes,No,3.9/5,221,Jayanagar,Casual Dining,Chinese,700,Delivery
Yes,Yes,4.1/5,1063,Jayanagar,"Casual Dining, Bar","Italian, Fast Food, Salad, BBQ","1,200",Delivery
Yes,No,3.7/5,93,Basavanagudi,Quick Bites,Street Food,200,Delivery
Yes,No,3.9/5,233,Jayanagar,Casual Dining,"Italian, Pizza, North Indian, Salad",800,Delivery
Yes,No,3.9/5,211,Jayanagar,Casual Dining,"Fast Food, Continental, Beverages, Salad, Healthy Food",500,Delivery
Yes,No,4.0/5,1778,Jayanagar,Quick Bites,"North Indian, South Indian, Fast Food, Juices",200,Delivery
Yes,No,3.6/5,218,Vijay Nagar,Casual Dining,"North Indian, Chinese, South Indian",800,Delivery
Yes,No,3.7/5,514,Basavanagudi,Cafe,"Cafe, Italian, Beverages",600,Delivery
Yes,Yes,4.0/5,866,Jayanagar,Casual Dining,"North Indian, Continental",900,Delivery
Yes,No,3.2/5,96,Kumaraswamy Layout,Quick Bites,North Indian,400,Delivery
Yes,No,3.5/5,80,Banashankari,Quick Bites,"Tibetan, Momos",250,Delivery
Yes,No,4.0/5,73,Basavanagudi,Bakery,"Bakery, French, Desserts",300,Delivery
Yes,No,3.9/5,84,Jayanagar,Sweet Shop,"Mithai, Street Food",400,Delivery
Yes,No,3.5/5,88,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Biryani",350,Delivery
Yes,No,3.5/5,179,Banashankari,Casual Dining,"North Indian, Chinese, Beverages",600,Delivery
Yes,No,3.8/5,61,Basavanagudi,Quick Bites,Juices,100,Delivery
Yes,No,3.7/5,128,Uttarahalli,Casual Dining,"North Indian, Chinese, Biryani, South Indian",450,Delivery
Yes,No,3.8/5,339,Jayanagar,Quick Bites,"South Indian, North Indian, Chinese",400,Delivery
Yes,No,4.1/5,449,Basavanagudi,Quick Bites,Street Food,100,Delivery
Yes,No,4.1/5,210,Jayanagar,"Dessert Parlor, Beverage Shop",Beverages,150,Delivery
Yes,No,3.7/5,57,Basavanagudi,Quick Bites,"Juices, South Indian, Chinese, Fast Food",200,Delivery
Yes,No,3.0/5,213,Banashankari,Quick Bites,"North Indian, South Indian, Chinese, Biryani, Seafood",400,Delivery
Yes,No,3.2/5,208,Jayanagar,"Beverage Shop, Quick Bites","Tea, Beverages, Fast Food",250,Delivery
Yes,No,3.8/5,70,Banashankari,Quick Bites,South Indian,100,Delivery
Yes,No,4.0/5,219,Basavanagudi,Cafe,"Cafe, Italian",600,Delivery
Yes,No,3.7/5,59,Banashankari,Quick Bites,"North Indian, Street Food",200,Delivery
Yes,No,3.1/5,10,Banashankari,Quick Bites,"Fast Food, Burger",500,Delivery
Yes,No,3.0/5,9,Kumaraswamy Layout,Quick Bites,"Fast Food, Momos",400,Delivery
Yes,No,3.7/5,124,Kumaraswamy Layout,Casual Dining,"Biryani, North Indian, Chinese, Seafood",750,Delivery
Yes,No,3.7/5,19,Kumaraswamy Layout,Quick Bites,South Indian,100,Delivery
Yes,No,,0,Jayanagar,"Takeaway, Delivery",North Indian,300,Delivery
Yes,No,3.3/5,4,Basavanagudi,Quick Bites,"Healthy Food, South Indian",150,Delivery
Yes,No,3.3/5,4,Kumaraswamy Layout,Dessert Parlor,"Desserts, Ice Cream",150,Delivery
Yes,No,3.8/5,21,Basavanagudi,Dessert Parlor,"Ice Cream, Desserts",200,Delivery
Yes,No,3.4/5,8,Banashankari,"Quick Bites, Bakery","South Indian, Bakery, Chinese",250,Delivery
Yes,No,3.5/5,10,Kumaraswamy Layout,Quick Bites,"North Indian, Chinese, South Indian",400,Delivery
Yes,No,,0,Banashankari,Quick Bites,"North Indian, Mughlai, Chinese",400,Delivery
Yes,No,3.5/5,10,Kumaraswamy Layout,Quick Bites,North Indian,400,Delivery
Yes,No,3.2/5,4,Kumaraswamy Layout,Quick Bites,"Momos, Tibetan, Chinese",200,Delivery
Yes,No,3.1/5,4,Banashankari,Delivery,North Indian,350,Delivery
Yes,No,,0,Uttarahalli,Quick Bites,Mughlai,300,Delivery
Yes,No,3.6/5,16,JP Nagar,"Takeaway, Delivery","Healthy Food, North Indian, Thai",500,Delivery
Yes,No,,0,Banashankari,Quick Bites,,150,Delivery
Yes,No,,0,Kumaraswamy Layout,"Takeaway, Delivery",Bakery,300,Delivery
Yes,No,3.3/5,4,Kumaraswamy Layout,Beverage Shop,,100,Delivery
Yes,No,3.4/5,12,Jayanagar,Quick Bites,"Fast Food, Sandwich",300,Delivery
Yes,No,,0,Jayanagar,Bakery,Bakery,150,Delivery
Yes,No,3.9/5,14,Jayanagar,Casual Dining,"North Indian, South Indian",600,Delivery
Yes,No,3.7/5,0,Jayanagar,Quick Bites,"North Indian, Chinese, Rolls, Bakery, Arabian, Charcoal Chicken, Desserts",300,Delivery
Yes,No,2.8/5,5,City Market,"Takeaway, Delivery","South Indian, Chinese, Continental, Biryani",199,Delivery
Yes,No,3.3/5,5,Basavanagudi,"Casual Dining, Bar","South Indian, North Indian, Chinese, Biryani",800,Delivery
Yes,No,3.5/5,15,Banashankari,Quick Bites,"North Indian, South Indian, Chinese, Biryani",250,Delivery
Yes,No,3.4/5,4,Basavanagudi,Casual Dining,"North Indian, Fast Food",500,Delivery
Yes,No,,0,Mysore Road,"Dessert Parlor, Quick Bites","Sandwich, Rolls, South Indian, Ice Cream",250,Delivery
Yes,No,3.6/5,17,Basavanagudi,Quick Bites,"Chinese, Fast Food",300,Delivery
Yes,No,NEW,0,Banashankari,Quick Bites,"Sandwich, Beverages",200,Delivery
Yes,No,NEW,0,Basavanagudi,Quick Bites,Pizza,300,Delivery
Yes,No,3.3/5,6,Banashankari,Quick Bites,"South Indian, North Indian",500,Delivery
Yes,No,3.4/5,10,Banashankari,Quick Bites,South Indian,100,Delivery
Yes,No,NEW,0,Basavanagudi,Quick Bites,"Pizza, Beverages, Ice Cream",200,Delivery
Yes,Yes,4.1/5,775,Banashankari,Casual Dining,"North Indian, Mughlai, Chinese",800,Delivery
Yes,Yes,4.2/5,2022,Jayanagar,Casual Dining,"North Indian, South Indian","1,000",Delivery
Yes,No,,0,Basavanagudi,Quick Bites,North Indian,100,Delivery
Yes,No,NEW,0,Kumaraswamy Layout,Quick Bites,"North Indian, South Indian",150,Delivery
Yes,Yes,4.2/5,150,Banashankari,Cafe,"Cafe, Italian, Continental",600,Delivery
Yes,No,4.0/5,232,Basavanagudi,Casual Dining,"North Indian, Chinese",750,Delivery
Yes,No,3.9/5,38,Basavanagudi,Quick Bites,Chinese,200,Delivery
Yes,No,NEW,0,Banashankari,Quick Bites,"Hyderabadi, Biryani, South Indian, Andhra, Beverages",300,Delivery
Yes,Yes,3.5/5,431,Jayanagar,Casual Dining,North Indian,800,Delivery
Yes,Yes,4.2/5,2115,Banashankari,Casual Dining,"Pizza, Italian, Continental, Desserts",800,Delivery
Yes,No,3.4/5,30,Uttarahalli,Quick Bites,"Fast Food, Burger, Pizza",200,Delivery
Yes,No,4.2/5,150,Jayanagar,Casual Dining,North Indian,800,Delivery
Yes,No,3.3/5,12,Kumaraswamy Layout,Quick Bites,"Chinese, Biryani",200,Delivery
Yes,No,3.8/5,155,Jayanagar,Casual Dining,"South Indian, North Indian, Chinese, Street Food",450,Delivery
Yes,No,3.7/5,33,Basavanagudi,Quick Bites,Fast Food,200,Delivery
Yes,Yes,4.1/5,666,Jayanagar,"Casual Dining, Bar","Andhra, Biryani, North Indian, Chinese","1,000",Delivery
Yes,No,,0,Jayanagar,Quick Bites,"Fast Food, Mithai",200,Delivery
Yes,No,3.9/5,240,Basavanagudi,Cafe,Cafe,700,Delivery
Yes,No,3.8/5,918,Banashankari,"Cafe, Casual Dining","Cafe, Mexican, Italian",800,Delivery
Yes,No,4.0/5,465,Jayanagar,Casual Dining,"South Indian, North Indian, Chinese, Street Food",600,Delivery
Yes,Yes,4.1/5,970,Jayanagar,"Microbrewery, Casual Dining","North Indian, Continental, Finger Food, American, Asian","1,500",Delivery
Yes,No,3.3/5,128,Banashankari,Quick Bites,"North Indian, Chinese",300,Delivery
Yes,No,3.6/5,241,Kumaraswamy Layout,Quick Bites,"North Indian, Chinese",300,Delivery
Yes,No,3.4/5,22,Banashankari,Quick Bites,South Indian,200,Delivery
Yes,No,4.3/5,734,Banashankari,Quick Bites,"South Indian, North Indian, Chinese, Street Food",200,Delivery
Yes,No,3.8/5,130,Jayanagar,Quick Bites,"North Indian, Biryani",400,Delivery
Yes,No,4.2/5,261,Jayanagar,Cafe,"Cafe, Continental, Beverages",700,Delivery
Yes,No,4.0/5,191,Kumaraswamy Layout,Quick Bites,"South Indian, North Indian, Chinese, Street Food, Beverages",300,Delivery
Yes,No,4.1/5,364,Basavanagudi,Casual Dining,"South Indian, Chinese, North Indian, Street Food, Rolls, Juices",550,Delivery
Yes,No,NEW,0,Kumaraswamy Layout,Quick Bites,"North Indian, Biryani, Mughlai",500,Delivery
Yes,No,3.8/5,133,Banashankari,Quick Bites,"Mangalorean, South Indian, North Indian",300,Delivery
Yes,No,3.9/5,888,Banashankari,Casual Dining,"North Indian, South Indian, Chinese, Fast Food, Juices",750,Delivery
Yes,No,3.1/5,13,Banashankari,Cafe,"Cafe, Chinese, Continental, Italian",400,Delivery
Yes,No,3.9/5,750,Basavanagudi,Casual Dining,"North Indian, Chinese, South Indian",500,Delivery
Yes,Yes,4.2/5,164,Banashankari,Cafe,"Cafe, Chinese, Continental, Italian",500,Delivery
No,No,NEW,0,Basavanagudi,Quick Bites,Fast Food,200,Delivery
Yes,No,3.2/5,6,Banashankari,Delivery,"Tea, Beverages",200,Delivery
Yes,No,3.8/5,527,Basavanagudi,Casual Dining,North Indian,500,Delivery
No,No,4.3/5,345,Banashankari,Dessert Parlor,"Ice Cream, Desserts",400,Desserts
No,No,4.4/5,356,Banashankari,Sweet Shop,Mithai,150,Desserts
Yes,No,3.7/5,17,Banashankari,Dessert Parlor,"Desserts, Beverages",400,Desserts
Yes,No,3.9/5,38,Banashankari,Dessert Parlor,Ice Cream,150,Desserts
No,No,3.7/5,78,Banashankari,"Bakery, Dessert Parlor",Bakery,150,Desserts
No,No,3.8/5,60,Banashankari,Dessert Parlor,Bakery,400,Desserts
Yes,No,4.0/5,115,Banashankari,Sweet Shop,"Mithai, Street Food",400,Desserts
No,No,3.8/5,39,Banashankari,Bakery,"Bakery, Desserts",300,Desserts
Yes,No,3.9/5,116,Banashankari,Dessert Parlor,"Ice Cream, Desserts, Beverages, Sandwich",400,Desserts
Yes,No,3.8/5,918,Banashankari,"Cafe, Casual Dining","Cafe, Mexican, Italian",800,Desserts
No,No,3.7/5,46,Banashankari,"Sweet Shop, Quick Bites","Mithai, Street Food",400,Desserts
Yes,No,3.9/5,41,Banashankari,Dessert Parlor,Desserts,300,Desserts
Yes,No,3.8/5,144,Banashankari,Cafe,"Chinese, Cafe, Italian",700,Desserts
No,No,3.8/5,28,Banashankari,"Beverage Shop, Dessert Parlor","Juices, Desserts",150,Desserts
Yes,No,4.3/5,860,Banashankari,Dessert Parlor,"Desserts, Ice Cream",500,Desserts
No,No,3.5/5,14,Banashankari,Sweet Shop,"Mithai, Street Food",200,Desserts
No,No,4.0/5,66,Banashankari,Bakery,"Bakery, Desserts",300,Desserts
Yes,No,3.2/5,8,Banashankari,Sweet Shop,"Mithai, Street Food",100,Desserts
Yes,No,3.7/5,54,Banashankari,"Beverage Shop, Dessert Parlor","Desserts, Beverages, Ice Cream",400,Desserts
No,No,3.5/5,7,Banashankari,Dessert Parlor,Desserts,500,Desserts
No,No,3.2/5,9,Banashankari,Dessert Parlor,Ice Cream,300,Desserts
No,No,3.6/5,42,Banashankari,"Beverage Shop, Quick Bites","Beverages, Juices, Desserts, Italian",300,Desserts
No,No,3.8/5,64,Banashankari,Quick Bites,"Fast Food, Bakery",250,Desserts
Yes,No,3.6/5,14,Banashankari,Bakery,"Bakery, Desserts",350,Desserts
No,No,3.8/5,45,Banashankari,"Takeaway, Delivery",Bakery,400,Desserts
No,No,3.2/5,11,Banashankari,Cafe,"Cafe, Bakery",600,Desserts
No,No,3.5/5,13,Banashankari,Bakery,"Bakery, Desserts",300,Desserts
No,No,3.4/5,7,Banashankari,Dessert Parlor,"Ice Cream, Desserts",150,Desserts
No,No,3.4/5,8,Banashankari,Bakery,"Bakery, Desserts",400,Desserts
No,No,,0,Banashankari,Dessert Parlor,Mithai,150,Desserts
No,No,,0,Banashankari,Bakery,Bakery,300,Desserts
No,No,2.9/5,25,Banashankari,Dessert Parlor,"Ice Cream, Desserts",200,Desserts
No,No,NEW,0,Banashankari,Bakery,Bakery,300,Desserts
No,No,3.2/5,17,Banashankari,Dessert Parlor,"Desserts, Ice Cream",150,Desserts
No,No,,0,Banashankari,Delivery,"Bakery, Desserts",500,Desserts
No,No,,0,Banashankari,Sweet Shop,Mithai,300,Desserts
No,No,,0,Banashankari,Confectionery,Desserts,200,Desserts
Yes,No,NEW,0,Banashankari,Quick Bites,"Sandwich, Beverages",200,Desserts
Yes,No,3.9/5,35,Banashankari,Delivery,"Bakery, Desserts",500,Desserts
Yes,No,3.9/5,70,Banashankari,Dessert Parlor,"Fast Food, Desserts, Ice Cream",400,Desserts
No,No,NEW,0,Banashankari,Dessert Parlor,Ice Cream,100,Desserts
No,No,4.0/5,98,Basavanagudi,"Sweet Shop, Quick Bites","Mithai, Street Food, North Indian, Chinese",400,Desserts
No,No,3.7/5,25,Basavanagudi,Dessert Parlor,"Ice Cream, Desserts",250,Desserts
Yes,No,4.0/5,219,Basavanagudi,Cafe,"Cafe, Italian",600,Desserts
Yes,No,4.0/5,73,Basavanagudi,Bakery,"Bakery, French, Desserts",300,Desserts
No,No,3.6/5,16,Basavanagudi,"Bakery, Quick Bites","Bakery, Street Food",150,Desserts
No,No,3.6/5,8,Basavanagudi,Bakery,"Bakery, Desserts",250,Desserts
Yes,No,3.8/5,15,Basavanagudi,Bakery,Bakery,400,Desserts
No,No,3.6/5,46,Basavanagudi,"Sweet Shop, Quick Bites","Mithai, Street Food",200,Desserts
No,No,,0,Basavanagudi,Bakery,"Bakery, Desserts",300,Desserts
Yes,No,3.3/5,13,Basavanagudi,"Dessert Parlor, Sweet Shop","Desserts, Mithai",300,Desserts
Yes,No,3.3/5,9,Basavanagudi,Dessert Parlor,Desserts,250,Desserts
Yes,No,4.0/5,43,Basavanagudi,Dessert Parlor,"Desserts, Ice Cream",250,Desserts
Yes,No,2.7/5,97,Basavanagudi,Casual Dining,"South Indian, North Indian, Chinese, Street Food",400,Desserts
No,No,,0,JP Nagar,Dessert Parlor,Ice Cream,200,Desserts
Yes,No,3.7/5,22,Basavanagudi,Sweet Shop,"Mithai, Desserts",250,Desserts
No,No,3.5/5,15,Basavanagudi,"Bakery, Quick Bites",Bakery,400,Desserts
No,No,,0,Jayanagar,Takeaway,Desserts,350,Desserts
Yes,No,3.6/5,27,Basavanagudi,Dessert Parlor,Fast Food,250,Desserts
Yes,Yes,NEW,0,Banashankari,Casual Dining,"Continental, Asian, North Indian, Tea",500,Dine-out
Yes,No,3.9/5,888,Banashankari,Casual Dining,"North Indian, South Indian, Chinese, Fast Food, Juices",750,Dine-out
Yes,Yes,4.0/5,349,Banashankari,Casual Dining,"Seafood, Biryani, Beverages, South Indian, North Indian, Kebab","1,200",Dine-out
Yes,No,4.2/5,287,Banashankari,Quick Bites,North Indian,350,Dine-out
Yes,Yes,4.6/5,2556,Banashankari,"Casual Dining, Cafe","Pizza, Cafe, Italian",600,Dine-out
Yes,Yes,4.2/5,354,Banashankari,Casual Dining,"Asian, Korean, Indonesian, Japanese, Chinese, Thai, Momos",800,Dine-out
Yes,Yes,4.1/5,775,Banashankari,Casual Dining,"North Indian, Mughlai, Chinese",800,Dine-out
