_id,online_order,book_table,rate,votes,location,rest_type,cuisines,cost_for_2,type
65931bfed4b9eb96be5eff73,No,No,3.8 /5,40,JP Nagar,Quick Bites,South Indian,100,Dine-out
65931bfed4b9eb96be5f04a2,Yes,No,3.1/5,68,Jayanagar,Quick Bites,"Mughlai, Kebab, Chinese",550,Delivery
65931bfed4b9eb96be5f402e,Yes,No,4.4 /5,227,MG Road,Quick Bites,"Burger, Continental, Italian, Beverages",700,Delivery
65931bfed4b9eb96be5f604a,Yes,No,3.4 /5,37,Malleshwaram,Quick Bites,"North Indian, Chinese, Biryani, Seafood, Fast Food, Beverages",500,Delivery
65931bfed4b9eb96be5f13b0,Yes,No,4.3/5,168,Koramangala 5th Block,Quick Bites,"Burger, Fast Food",500,Delivery
65931bfed4b9eb96be5ef37f,No,No,NEW,0,Thippasandra,Quick Bites,"Pizza, Fast Food",400,Delivery
65931bfed4b9eb96be5f422b,Yes,No,4.1 /5,257,Vasanth Nagar,Cafe,"Cafe, Continental, Fast Food, Pizza, Italian, Burger, Chinese, Desserts",500,Desserts
65931bfed4b9eb96be5ed8d6,No,Yes,4.1/5,339,Race Course Road,Fine Dining,"Italian, North Indian, Lebanese","2,500",Buffet
65931bfed4b9eb96be5f62cc,Yes,No,3.2 /5,123,Basaveshwara Nagar,Casual Dining,"South Indian, Biryani, Chinese, North Indian",750,Dine-out
65931bfed4b9eb96be5f701a,Yes,No,3.7 /5,130,Whitefield,Delivery,"North Indian, Biryani",500,Delivery
65931bfed4b9eb96be5eb8a7,Yes,No,4.2/5,444,Basavanagudi,Quick Bites,South Indian,100,Dine-out
65931bfed4b9eb96be5f6944,No,Yes,4.3 /5,166,Ulsoor,Fine Dining,"American, Continental, North Indian, South Indian","2,800",Dine-out
65931bfed4b9eb96be5ebc04,Yes,No,3.1/5,15,Sarjapur Road,Bakery,"Bakery, Desserts",500,Delivery
65931bfed4b9eb96be5f55d7,Yes,No,2.9 /5,25,Residency Road,Quick Bites,"Street Food, Juices",300,Dine-out
65931bfed4b9eb96be5ed7e1,No,No,,0,Bommanahalli,Quick Bites,Kebab,250,Dine-out
65931bfed4b9eb96be5ee1fd,Yes,No,3.1/5,64,Electronic City,Cafe,Cafe,600,Delivery
65931bfed4b9eb96be5efe67,No,No,NEW,0,Jayanagar,Quick Bites,South Indian,100,Dine-out
65931bfed4b9eb96be5ec1e3,No,No,,0,Richmond Road,"Takeaway, Delivery","Salad, Asian, Continental, Healthy Food",500,Delivery
65931bfed4b9eb96be5f2e0e,No,No,-,0,Koramangala 4th Block,Delivery,Beverages,150,Delivery
65931bfed4b9eb96be5edb8e,Yes,No,,0,Shivajinagar,"Cafe, Bakery","Cafe, Bakery",400,Delivery
65931bfed4b9eb96be5eabf4,Yes,No,3.8/5,71,Basavanagudi,Dessert Parlor,"Ice Cream, Desserts, Beverages, Sandwich",400,Delivery
65931bfed4b9eb96be5f5b1e,Yes,No,4.0 /5,183,Indiranagar,Casual Dining,Burmese,600,Delivery
65931bfed4b9eb96be5edbd2,Yes,No,4.1/5,461,Church Street,Cafe,"Cafe, American, Italian, Pizza, Burger",700,Delivery
65931bfed4b9eb96be5f4e57,Yes,No,3.6 /5,13,Marathahalli,Casual Dining,"Andhra, North Indian, Chinese",700,Dine-out
65931bfed4b9eb96be5f06c4,Yes,No,3.0/5,354,JP Nagar,Quick Bites,"North Indian, Chinese, Street Food",400,Dine-out
65931bfed4b9eb96be5f7275,Yes,No,,0,Whitefield,Quick Bites,"Bengali, Biryani, North Indian, Chinese, Fast Food",400,Delivery
65931bfed4b9eb96be5f6846,Yes,No,3.7 /5,84,Shanti Nagar,Casual Dining,"North Indian, Chinese",500,Dine-out
65931bfed4b9eb96be5ee810,Yes,No,,0,Frazer Town,Quick Bites,North Indian,400,Dine-out
65931bfed4b9eb96be5ec1c3,No,No,3.3/5,5,Shanti Nagar,Quick Bites,South Indian,300,Delivery
65931bfed4b9eb96be5f3c0c,No,No,2.7 /5,45,Koramangala 6th Block,Quick Bites,"Fast Food, Burger",300,Dine-out
65931bfed4b9eb96be5f0a01,Yes,No,,0,Banaswadi,Bakery,Bakery,150,Delivery
65931bfed4b9eb96be5f0d92,No,No,3.3/5,6,Banaswadi,Casual Dining,"Chinese, North Indian, South Indian",500,Dine-out
65931bfed4b9eb96be5f3533,Yes,Yes,4.5 /5,3471,Koramangala 5th Block,Casual Dining,"North Indian, Mughlai, Salad","1,300",Delivery
65931bfed4b9eb96be5f149c,Yes,No,3.8/5,77,HSR,Quick Bites,"Oriya, Bengali",350,Delivery
65931bfed4b9eb96be5f09dd,Yes,No,,0,HBR Layout,Beverage Shop,"Beverages, Juices",200,Delivery
65931bfed4b9eb96be5f19cd,No,No,3.4/5,10,Koramangala 1st Block,Dessert Parlor,Ice Cream,300,Desserts
65931bfed4b9eb96be5f65a7,Yes,Yes,3.9 /5,1943,MG Road,Casual Dining,"Thai, Japanese, Korean, Burmese, Chinese","2,100",Delivery
65931bfed4b9eb96be5ee32c,No,No,3.5/5,18,Electronic City,Casual Dining,"North Indian, Kerala, Biryani, South Indian",550,Dine-out
65931bfed4b9eb96be5eb2b9,No,No,4.3/5,423,Bannerghatta Road,Dessert Parlor,"Ice Cream, Desserts",150,Desserts
65931bfed4b9eb96be5f4004,Yes,No,3.9 /5,170,Frazer Town,Quick Bites,"North Indian, Mughlai, Rolls, Fast Food",600,Delivery
65931bfed4b9eb96be5ef004,No,Yes,4.7/5,9021,Old Airport Road,"Pub, Microbrewery","American, Continental, North Indian, Mediterranean","1,800",Buffet
65931bfed4b9eb96be5efb68,Yes,No,3.0/5,61,BTM,Cafe,Cafe,650,Delivery
65931bfed4b9eb96be5f0ade,Yes,No,3.9/5,52,Kammanahalli,Quick Bites,"Fast Food, Beverages, Rolls",300,Delivery
65931bfed4b9eb96be5f0fae,No,No,,0,Kammanahalli,"Takeaway, Delivery","Maharashtrian, Malwani",450,Delivery
65931bfed4b9eb96be5ec429,No,Yes,3.6/5,277,St. Marks Road,"Casual Dining, Bar","Andhra, Chinese, North Indian",800,Dine-out
65931bfed4b9eb96be5eb308,No,No,4.1/5,521,JP Nagar,Cafe,"Cafe, Continental, Italian",550,Desserts
65931bfed4b9eb96be5ee8f8,No,No,,0,RT Nagar,Quick Bites,"North Indian, Biryani",300,Dine-out
65931bfed4b9eb96be5ef583,No,No,3.2/5,122,Indiranagar,Quick Bites,"Fast Food, Rolls, Momos",200,Dine-out
65931bfed4b9eb96be5f5487,No,Yes,4.4 /5,371,Brigade Road,"Microbrewery, Casual Dining","Asian, Continental, European, North Indian","1,500",Dine-out
65931bfed4b9eb96be5ec9ea,Yes,Yes,4.0/5,510,Brookefield,Casual Dining,"Andhra, Biryani, Chinese, South Indian",800,Dine-out
65931bfed4b9eb96be5f322e,Yes,No,3.3 /5,14,BTM,"Takeaway, Delivery","Biryani, North Indian, Kebab",600,Dine-out
65931bfed4b9eb96be5f2006,Yes,No,NEW,0,Koramangala 5th Block,Quick Bites,"Chinese, Momos, Nepalese, Tibetan",200,Delivery
65931bfed4b9eb96be5f0187,Yes,No,3.5/5,46,Kumaraswamy Layout,Quick Bites,"Bengali, Chinese, Sandwich",350,Delivery
65931bfed4b9eb96be5f1392,No,No,2.6/5,49,HSR,Cafe,"Cafe, Fast Food",450,Cafes
65931bfed4b9eb96be5f1380,Yes,No,4.0/5,275,Koramangala 3rd Block,Cafe,Cafe,500,Cafes
65931bfed4b9eb96be5ec99b,Yes,No,3.1/5,9,Brookefield,Dessert Parlor,"Ice Cream, Desserts",250,Desserts
65931bfed4b9eb96be5f31ac,Yes,No,3.0 /5,6,Ejipura,Quick Bites,"Chinese, North Indian",200,Dine-out
65931bfed4b9eb96be5f62c0,Yes,Yes,4.3 /5,397,Basaveshwara Nagar,"Casual Dining, Cafe","Pizza, Cafe, Italian",600,Dine-out
65931bfed4b9eb96be5f4015,Yes,No,3.8 /5,106,Residency Road,Quick Bites,"South Indian, Chinese",200,Delivery
65931bfed4b9eb96be5f712b,Yes,No,,0,"Varthur Main Road, Whitefield",Delivery,"American, Continental",200,Delivery
65931bfed4b9eb96be5f3a2d,No,No,4.0 /5,157,Koramangala 6th Block,Dessert Parlor,Desserts,300,Desserts
65931bfed4b9eb96be5ee0f4,Yes,No,,0,Electronic City,"Takeaway, Delivery","Biryani, Andhra",300,Delivery
65931bfed4b9eb96be5ec5cb,No,Yes,4.1/5,335,MG Road,"Casual Dining, Bar","Kerala, Seafood","1,800",Pubs and bars
65931bfed4b9eb96be5f2ac9,Yes,No,4.2 /5,177,Koramangala 6th Block,Cafe,Cafe,600,Delivery
65931bfed4b9eb96be5f1c50,No,No,,0,Koramangala 1st Block,Quick Bites,Bengali,600,Dine-out
65931bfed4b9eb96be5f669d,No,No,,0,Wilson Garden,"Takeaway, Delivery",Bakery,500,Delivery
65931bfed4b9eb96be5eee9a,Yes,No,4.0/5,221,HSR,Dessert Parlor,"Ice Cream, Desserts, Beverages, Sandwich",400,Dine-out
65931bfed4b9eb96be5f1a25,No,Yes,4.8 /5,460,Koramangala 5th Block,"Pub, Microbrewery","Continental, North Indian, Chinese, European, BBQ, Finger Food, Asian","2,100",Dine-out
65931bfed4b9eb96be5ec72f,Yes,Yes,3.9/5,225,Marathahalli,Casual Dining,"North Indian, Biryani, Andhra, Chinese",800,Delivery
65931bfed4b9eb96be5edb07,Yes,No,3.6/5,31,City Market,Casual Dining,"South Indian, North Indian, Chinese",500,Delivery
65931bfed4b9eb96be5ef71e,Yes,Yes,4.1/5,1827,Indiranagar,"Casual Dining, Bar","Italian, Seafood, American, Continental","1,100",Pubs and bars
65931bfed4b9eb96be5f2c32,Yes,No,4.0 /5,66,Koramangala 4th Block,"Cafe, Casual Dining","Cafe, Italian, Continental",700,Delivery
65931bfed4b9eb96be5f18d3,No,No,3.6/5,19,Koramangala 1st Block,Bakery,"Bakery, Desserts",300,Delivery
65931bfed4b9eb96be5f04fd,No,No,,0,Bannerghatta Road,Quick Bites,South Indian,200,Delivery
65931bfed4b9eb96be5ef0ca,Yes,No,3.9/5,456,Domlur,Casual Dining,"North Indian, Chinese, Biryani, Seafood",600,Delivery
65931bfed4b9eb96be5f5efd,No,No,3.4 /5,4,CV Raman Nagar,Quick Bites,South Indian,200,Dine-out
65931bfed4b9eb96be5edc3b,No,No,,0,Lavelle Road,Delivery,Desserts,450,Desserts
65931bfed4b9eb96be5ecc51,Yes,No,3.7/5,59,HSR,Cafe,"Cafe, Fast Food, North Indian",600,Cafes
65931bfed4b9eb96be5f4051,No,No,3.2 /5,7,Brigade Road,Cafe,Cafe,600,Delivery
65931bfed4b9eb96be5f02f6,Yes,No,3.4/5,6,Jayanagar,Beverage Shop,Beverages,100,Delivery
65931bfed4b9eb96be5ef3e4,Yes,No,4.0/5,289,Indiranagar,Dessert Parlor,Desserts,300,Desserts
65931bfed4b9eb96be5f4060,Yes,No,3.7 /5,280,Brigade Road,Casual Dining,"North Indian, Chinese, Seafood",800,Delivery
65931bfed4b9eb96be5f117e,No,No,3.4 /5,9,Kammanahalli,Quick Bites,Continental,450,Dine-out
65931bfed4b9eb96be5ef9ff,Yes,No,3.0/5,57,JP Nagar,Casual Dining,"Chinese, Thai",650,Delivery
65931bfed4b9eb96be5ee1cb,No,No,3.1/5,7,Electronic City,Quick Bites,"Fast Food, Beverages",250,Delivery
65931bfed4b9eb96be5f35b2,Yes,No,4.3 /5,665,Jayanagar,Dessert Parlor,"Bakery, Desserts",500,Delivery
65931bfed4b9eb96be5f3928,No,No,3.4 /5,13,BTM,Quick Bites,"North Indian, Chinese, Fast Food, Rolls",300,Delivery
65931bfed4b9eb96be5eae98,Yes,No,3.9/5,101,Basavanagudi,Quick Bites,South Indian,150,Dine-out
65931bfed4b9eb96be5f1bd6,Yes,No,3.8 /5,37,Koramangala 1st Block,Quick Bites,"Continental, Fast Food, Italian, North Indian",200,Dine-out
65931bfed4b9eb96be5f0f1d,Yes,No,3.4/5,10,Banaswadi,Bakery,"Bakery, Desserts, Fast Food",500,Delivery
65931bfed4b9eb96be5ef6eb,No,Yes,3.9/5,644,Indiranagar,"Pub, Casual Dining","Continental, North Indian, Chinese","1,500",Drinks & nightlife
65931bfed4b9eb96be5f4132,No,No,3.3 /5,9,Shanti Nagar,Quick Bites,Biryani,300,Delivery
65931bfed4b9eb96be5f4832,No,Yes,4.3 /5,950,Malleshwaram,Fine Dining,"North Indian, Continental","2,000",Dine-out
65931bfed4b9eb96be5ebd49,No,No,,0,Sarjapur Road,"Dessert Parlor, Beverage Shop","Beverages, Ice Cream, Fast Food",300,Desserts
65931bfed4b9eb96be5f2fda,No,No,4.2 /5,94,Koramangala 6th Block,Quick Bites,North Indian,400,Dine-out
65931bfed4b9eb96be5f564b,No,No,,0,Shivajinagar,Quick Bites,"Chinese, Fast Food",250,Dine-out
65931bfed4b9eb96be5ed043,Yes,No,3.4/5,301,HSR,"Takeaway, Delivery","Biryani, North Indian, Chinese, Andhra",400,Delivery
65931bfed4b9eb96be5ee75e,No,No,4.3/5,346,Frazer Town,Bakery,"Bakery, Fast Food",150,Desserts
65931bfed4b9eb96be5ef914,Yes,No,3.9/5,69,Koramangala 5th Block,"Beverage Shop, Quick Bites","Juices, Fast Food",150,Delivery
65931bfed4b9eb96be5f71c4,No,No,,0,Whitefield,Delivery,"Street Food, Desserts",300,Delivery
65931bfed4b9eb96be5f5aff,Yes,No,3.6 /5,17,Indiranagar,Delivery,"North Indian, BBQ, Biryani, Kebab",450,Delivery
65931bfed4b9eb96be5f0722,No,No,,0,JP Nagar,Quick Bites,"Andhra, Biryani",300,Dine-out
65931bfed4b9eb96be5f3993,Yes,No,4.0 /5,152,Koramangala 5th Block,"Beverage Shop, Quick Bites","Beverages, Fast Food, Desserts",350,Delivery
65931bfed4b9eb96be5ec8ff,Yes,No,,0,Marathahalli,Quick Bites,"Fast Food, Italian, Desserts",400,Delivery
65931bfed4b9eb96be5ee85c,No,No,,0,Shivajinagar,Quick Bites,"North Indian, Fast Food, Chinese",600,Dine-out
65931bfed4b9eb96be5f7192,No,No,2.9 /5,35,Whitefield,Kiosk,"Chinese, Fast Food",300,Delivery
65931bfed4b9eb96be5f4a7d,Yes,No,4.1 /5,49,Marathahalli,Delivery,"Mexican, Italian",600,Delivery
65931bfed4b9eb96be5f34eb,Yes,No,3.9 /5,711,BTM,Casual Dining,North Indian,500,Delivery
65931bfed4b9eb96be5f2e46,No,No,3.4 /5,46,Domlur,Casual Dining,North Indian,"1,100",Delivery
65931bfed4b9eb96be5ef40b,Yes,No,2.9/5,59,Indiranagar,Cafe,"Cafe, Fast Food",650,Desserts
65931bfed4b9eb96be5f673d,No,No,,0,Brigade Road,Dessert Parlor,Ice Cream,400,Desserts
65931bfed4b9eb96be5f3096,Yes,Yes,4.0 /5,238,Koramangala 5th Block,Casual Dining,"Mughlai, North Indian",800,Dine-out
65931bfed4b9eb96be5efef5,No,No,4.2 /5,875,JP Nagar,Quick Bites,South Indian,300,Dine-out
65931bfed4b9eb96be5f718f,No,No,3.2 /5,4,Whitefield,Quick Bites,"North Indian, South Indian, Chinese, Continental, Arabian",300,Delivery
65931bfed4b9eb96be5ee7ce,Yes,No,3.5/5,24,Frazer Town,Quick Bites,"North Indian, Chinese, Seafood, Rolls",450,Dine-out
65931bfed4b9eb96be5f28da,No,No,3.9 /5,70,Hosur Road,Bar,"North Indian, Chinese","1,500",Pubs and bars
65931bfed4b9eb96be5eb539,Yes,Yes,4.1/5,585,JP Nagar,"Casual Dining, Bar","Continental, Finger Food, North Indian, Chinese","1,200",Drinks & nightlife
65931bfed4b9eb96be5f1289,No,No,3.3 /5,16,Banaswadi,Quick Bites,South Indian,150,Dine-out
65931bfed4b9eb96be5ede53,No,No,,0,MG Road,Quick Bites,South Indian,300,Dine-out
65931bfed4b9eb96be5f0f00,Yes,No,3.1/5,10,Rammurthy Nagar,"Takeaway, Delivery","North Indian, Mughlai, Biryani",500,Delivery
65931bfed4b9eb96be5f0d54,No,No,3.5/5,50,Banaswadi,Casual Dining,"South Indian, Chettinad, Chinese",600,Dine-out
65931bfed4b9eb96be5ef8b3,Yes,No,,0,BTM,Quick Bites,Fast Food,250,Delivery
65931bfed4b9eb96be5f5f0b,Yes,No,NEW,0,Indiranagar,Quick Bites,"South Indian, Beverages",200,Dine-out
65931bfed4b9eb96be5f6086,Yes,No,,0,Rajajinagar,Quick Bites,"Biryani, Kebab",250,Delivery
65931bfed4b9eb96be5f72c1,No,No,3.7 /5,56,Whitefield,"Dessert Parlor, Quick Bites","Desserts, Bakery","1,000",Desserts
65931bfed4b9eb96be5ede0d,Yes,No,3.9/5,53,MG Road,Dessert Parlor,Desserts,600,Dine-out
65931bfed4b9eb96be5ec665,Yes,Yes,4.4/5,1777,Marathahalli,Casual Dining,"Chinese, Momos",800,Delivery
65931bfed4b9eb96be5ef59f,No,No,,0,Indiranagar,Quick Bites,Chinese,200,Dine-out
65931bfed4b9eb96be5f727a,Yes,No,3.5 /5,131,Whitefield,Casual Dining,"Biryani, Andhra",800,Delivery
65931bfed4b9eb96be5f5a8b,Yes,No,3.9 /5,307,Domlur,Quick Bites,"Kerala, South Indian, Seafood, Biryani",300,Delivery
65931bfed4b9eb96be5f0896,No,No,3.3/5,6,BTM,Quick Bites,"Kerala, Tea",250,Dine-out
65931bfed4b9eb96be5eea65,No,No,3.8/5,41,HSR,Dessert Parlor,Ice Cream,200,Delivery
65931bfed4b9eb96be5f610f,Yes,No,3.9 /5,126,Rajajinagar,Quick Bites,South Indian,100,Delivery
65931bfed4b9eb96be5f6847,Yes,Yes,3.8 /5,200,MG Road,Casual Dining,"Italian, European","1,600",Dine-out
65931bfed4b9eb96be5ee8b6,Yes,No,3.9/5,134,Vasanth Nagar,Casual Dining,"Seafood, North Indian, Chinese",550,Dine-out
65931bfed4b9eb96be5f550c,Yes,No,3.7 /5,66,Ulsoor,Cafe,"Cafe, Mediterranean, Italian, Pizza, Continental",800,Dine-out
65931bfed4b9eb96be5ed1a1,Yes,No,,0,BTM,Quick Bites,Biryani,300,Delivery
65931bfed4b9eb96be5ef83f,Yes,No,4.1/5,240,JP Nagar,Dessert Parlor,"Ice Cream, Beverages, Fast Food",500,Delivery
65931bfed4b9eb96be5ed0ed,Yes,No,3.6/5,10,Hosur Road,Casual Dining,"North Indian, Chinese, South Indian",700,Delivery
65931bfed4b9eb96be5f636d,Yes,No,3.6 /5,15,Magadi Road,Quick Bites,"Fast Food, Bakery",300,Dine-out
65931bfed4b9eb96be5f1dd9,No,No,3.8 /5,152,Koramangala 6th Block,"Pub, Casual Dining","American, Pizza, Burger","1,500",Drinks & nightlife
65931bfed4b9eb96be5f259b,No,Yes,4.7 /5,3628,Koramangala 1st Block,Casual Dining,"North Indian, European, Mediterranean, BBQ, Kebab","1,600",Dine-out
65931bfed4b9eb96be5f4eff,Yes,No,3.2 /5,6,Marathahalli,Quick Bites,"Chinese, North Indian",400,Dine-out
65931bfed4b9eb96be5f37b6,Yes,No,3.3 /5,16,Koramangala 1st Block,Quick Bites,"Italian, Fast Food",400,Delivery
65931bfed4b9eb96be5f38db,No,No,,0,Koramangala 5th Block,Mess,Andhra,300,Delivery
65931bfed4b9eb96be5f3f09,No,No,4.2 /5,50,Richmond Road,Cafe,Cafe,,Cafes
65931bfed4b9eb96be5f4053,No,No,,0,Jalahalli,Delivery,North Indian,800,Delivery
65931bfed4b9eb96be5f5ce1,Yes,No,3.5 /5,6,Domlur,Delivery,"North Indian, Chinese, Biryani",400,Delivery
65931bfed4b9eb96be5ec792,No,No,4.2/5,2992,Whitefield,Casual Dining,North Indian,800,Delivery
65931bfed4b9eb96be5edf52,No,Yes,4.1/5,552,Brigade Road,"Pub, Casual Dining",Finger Food,"1,100",Drinks & nightlife
65931bfed4b9eb96be5f3ef5,No,Yes,3.7 /5,93,Lavelle Road,"Cafe, Bakery","Cafe, Bakery, Continental","1,000",Cafes
65931bfed4b9eb96be5ecf5d,Yes,No,4.0/5,310,Jayanagar,Cafe,"Cafe, Continental, Asian",750,Delivery
65931bfed4b9eb96be5ef8d5,Yes,No,3.6/5,241,Kumaraswamy Layout,Quick Bites,"North Indian, Chinese",300,Delivery
65931bfed4b9eb96be5f69be,No,No,,0,Shivajinagar,Quick Bites,"South Indian, North Indian",400,Dine-out
65931bfed4b9eb96be5ec3c5,Yes,No,3.9/5,224,Church Street,Casual Dining,"North Indian, Iranian",950,Dine-out
65931bfed4b9eb96be5ec3d2,Yes,No,3.7/5,111,Shivajinagar,Casual Dining,"North Indian, Chinese",550,Dine-out
65931bfed4b9eb96be5f4b66,Yes,No,3.4 /5,25,"Varthur Main Road, Whitefield","Takeaway, Delivery","Chinese, Thai, Momos",400,Delivery
65931bfed4b9eb96be5f4fc4,Yes,No,3.5 /5,11,Brookefield,Quick Bites,"North Indian, Continental",400,Dine-out
65931bfed4b9eb96be5eafaa,Yes,Yes,3.9/5,1227,Bannerghatta Road,Casual Dining,"Arabian, North Indian, Chinese, Seafood, Biryani, Rolls, Beverages",900,Delivery
65931bfed4b9eb96be5f558e,No,No,NEW,0,Commercial Street,Casual Dining,"North Indian, Street Food",700,Dine-out
65931bfed4b9eb96be5f511e,Yes,No,4.9 /5,1750,Brigade Road,Dessert Parlor,Desserts,400,Delivery
65931bfed4b9eb96be5efeff,No,No,4.0 /5,139,BTM,Quick Bites,"Kerala, Chinese",200,Dine-out
65931bfed4b9eb96be5f30e0,Yes,Yes,4.1 /5,221,Koramangala 4th Block,Casual Dining,North Indian,"1,000",Dine-out
65931bfed4b9eb96be5f483f,No,Yes,4.0 /5,1070,Malleshwaram,Casual Dining,"North Indian, Chinese",950,Dine-out
65931bfed4b9eb96be5ecf65,Yes,No,3.4/5,11,Koramangala 5th Block,Quick Bites,"Mangalorean, South Indian",300,Delivery
65931bfed4b9eb96be5f0d43,Yes,No,NEW,0,Banaswadi,Casual Dining,"Andhra, North Indian, Chinese, Seafood",500,Dine-out
65931bfed4b9eb96be5f0220,Yes,No,3.6/5,60,Jayanagar,Quick Bites,"Biryani, South Indian",400,Delivery
65931bfed4b9eb96be5f41be,No,No,3.7 /5,23,Lavelle Road,Bakery,Bakery,250,Desserts
65931bfed4b9eb96be5f73f0,No,No,3.5 /5,14,Whitefield,Quick Bites,"North Indian, Chinese",300,Dine-out
65931bfed4b9eb96be5ed554,No,No,,0,BTM,Quick Bites,"Chinese, Arabian, Rolls",300,Dine-out
65931bfed4b9eb96be5edaf0,Yes,No,3.8/5,260,MG Road,Cafe,Cafe,700,Delivery
65931bfed4b9eb96be5f2fd5,Yes,No,3.9 /5,327,Koramangala 6th Block,Casual Dining,"Andhra, Biryani",500,Dine-out
65931bfed4b9eb96be5f573f,No,Yes,4.0 /5,749,Church Street,Pub,"Finger Food, Continental, Asian, North Indian","1,100",Pubs and bars
65931bfed4b9eb96be5ee4dc,Yes,No,2.8/5,76,RT Nagar,Delivery,"North Indian, Chinese",300,Delivery
65931bfed4b9eb96be5f611f,No,No,3.4 /5,8,Rajajinagar,"Takeaway, Delivery",Desserts,150,Delivery
65931bfed4b9eb96be5eac08,No,No,3.1/5,30,Banashankari,Bar,"Chinese, North Indian","1,000",Delivery
65931bfed4b9eb96be5f6e6c,No,No,3.5 /5,11,Bellandur,Quick Bites,"Andhra, Biryani",400,Dine-out
65931bfed4b9eb96be5edc29,No,No,,0,Shivajinagar,Sweet Shop,Mithai,200,Desserts
65931bfed4b9eb96be5f524d,Yes,No,3.9 /5,38,Brigade Road,Beverage Shop,"Beverages, Desserts, Ice Cream",400,Delivery
65931bfed4b9eb96be5f2b0a,Yes,No,3.6 /5,62,HSR,"Takeaway, Delivery","Continental, American",500,Delivery
65931bfed4b9eb96be5edb93,Yes,No,3.3/5,8,Shanti Nagar,Quick Bites,South Indian,150,Delivery
65931bfed4b9eb96be5f1848,No,No,4.1/5,1225,Koramangala 5th Block,Quick Bites,"Mexican, Fast Food",400,Delivery
65931bfed4b9eb96be5efbfc,Yes,No,NEW,0,BTM,Quick Bites,Italian,350,Delivery
65931bfed4b9eb96be5f4513,No,No,3.2 /5,8,Majestic,Quick Bites,South Indian,150,Dine-out
65931bfed4b9eb96be5eea64,No,No,,0,HSR,"Takeaway, Delivery",North Indian,400,Delivery
65931bfed4b9eb96be5f634c,Yes,No,3.2 /5,9,Malleshwaram,Quick Bites,Pizza,300,Dine-out
65931bfed4b9eb96be5f4fe7,No,No,3.7 /5,33,Brookefield,Quick Bites,Kerala,200,Dine-out
65931bfed4b9eb96be5ece4e,Yes,No,4.2/5,465,BTM,Quick Bites,"North Indian, Bihari",300,Delivery
65931bfed4b9eb96be5ef830,Yes,No,4.1/5,113,BTM,Sweet Shop,"Mithai, Street Food",400,Delivery
65931bfed4b9eb96be5f4257,No,Yes,3.7 /5,93,Lavelle Road,"Cafe, Bakery","Cafe, Bakery, Continental","1,000",Dine-out
65931bfed4b9eb96be5f2a14,Yes,No,3.5 /5,29,Old Airport Road,Quick Bites,"North Indian, Fast Food",350,Delivery
65931bfed4b9eb96be5f26ce,No,No,2.8 /5,64,Koramangala 7th Block,Quick Bites,"South Indian, North Indian, Chinese",300,Dine-out
65931bfed4b9eb96be5f0fc9,Yes,No,3.4/5,31,Nagawara,Quick Bites,"North Indian, Chinese",400,Delivery
65931bfed4b9eb96be5f7440,Yes,No,2.9 /5,30,Whitefield,Quick Bites,"North Indian, Mughlai, Chinese",500,Dine-out
65931bfed4b9eb96be5f628a,Yes,No,3.2 /5,27,Rajajinagar,Food Court,"South Indian, Chinese, North Indian",450,Dine-out
65931bfed4b9eb96be5ebade,Yes,No,3.3/5,8,Bellandur,Bakery,Bakery,250,Delivery
65931bfed4b9eb96be5f0a9e,No,No,,0,Kalyan Nagar,Quick Bites,"Juices, Fast Food",100,Delivery
65931bfed4b9eb96be5f70e6,No,No,3.7 /5,118,Whitefield,Quick Bites,"North Indian, Street Food",300,Delivery
65931bfed4b9eb96be5f5675,Yes,No,3.7 /5,77,Frazer Town,Quick Bites,North Indian,300,Dine-out
65931bfed4b9eb96be5f46cd,Yes,No,3.7 /5,126,New BEL Road,Cafe,"Cafe, Italian, American",700,Delivery
65931bfed4b9eb96be5ed877,No,No,,0,BTM,Bar,"Continental, Chinese, North Indian","1,200",Pubs and bars
65931bfed4b9eb96be5f120a,No,No,,0,Banaswadi,,"Fast Food, Juices",500,Dine-out
65931bfed4b9eb96be5f2d88,Yes,No,2.5 /5,109,BTM,Casual Dining,"North Indian, Chinese, Arabian",800,Delivery
65931bfed4b9eb96be5ef6c4,No,No,NEW,0,Old Airport Road,Quick Bites,"Fast Food, Finger Food, Street Food",250,Dine-out
65931bfed4b9eb96be5f301e,No,No,4.7 /5,3217,Koramangala 5th Block,"Cafe, Casual Dining","Chinese, American, Continental, Italian, North Indian",750,Dine-out
65931bfed4b9eb96be5ef36f,No,No,3.0/5,10,Domlur,Quick Bites,"North Indian, Biryani, Chinese",500,Delivery
65931bfed4b9eb96be5f1e26,Yes,No,4.2 /5,414,Koramangala 5th Block,Cafe,"Cafe, Desserts, Beverages",700,Cafes
65931bfed4b9eb96be5ed5ae,No,No,3.5/5,14,BTM,Quick Bites,"Fast Food, Juices",300,Dine-out
65931bfed4b9eb96be5ed01c,Yes,Yes,4.5/5,3125,Koramangala 5th Block,"Casual Dining, Bar","North Indian, Chinese, Continental, Thai, Salad","1,500",Delivery
65931bfed4b9eb96be5eae1e,No,No,3.8/5,19,Banashankari,Quick Bites,South Indian,150,Dine-out
65931bfed4b9eb96be5ee1d7,No,No,,0,Electronic City,Quick Bites,"Kerala, North Indian",350,Delivery
65931bfed4b9eb96be5ed6c9,No,Yes,4.1/5,353,Koramangala 3rd Block,Fine Dining,"European, Asian","2,000",Dine-out
